 16   0.900  -0.125   0.054   0.001  77.0  75.0  75.0  58.0  49.0  50.0   0.136  293.36 0 0 0 0 0 0
02 10 2023 12 30 00.000     1   334 00000000 01110000  11.6 1546.3 285.8  -3.2  -0.4   1.157  30.37     0     0 3  16
  1   0.150  -0.074   0.026  -0.001  97.0  96.0  97.0  46.0  61.0  59.0   0.078  289.36 0 0 0 0 0 0
  2   0.200  -0.075   0.025  -0.001  93.0  94.0  94.0  66.0  63.0  58.0   0.079  288.43 0 0 0 0 0 0
  3   0.250  -0.089   0.028  -0.002  90.0  91.0  93.0  61.0  55.0  53.0   0.093  287.46 0 0 0 0 0 0
  4   0.300  -0.100   0.032  -0.001  88.0  88.0  90.0  59.0  53.0  54.0   0.105  287.74 0 0 0 0 0 0
  5   0.350  -0.108   0.036  -0.002  88.0  87.0  87.0  58.0  53.0  55.0   0.114  288.43 0 0 0 0 0 0
  6   0.400  -0.122   0.031  -0.004  85.0  85.0  87.0  53.0  52.0  58.0   0.126  284.26 0 0 0 0 0 0
  7   0.450  -0.125   0.032   0.000  86.0  84.0  86.0  62.0  53.0  57.0   0.129  284.36 0 0 0 0 0 0
  8   0.500  -0.131   0.028   0.000  86.0  85.0  87.0  66.0  56.0  58.0   0.134  282.06 0 0 0 0 0 0
  9   0.550  -0.135   0.025   0.003  87.0  85.0  87.0  66.0  59.0  59.0   0.137  280.49 0 0 0 0 0 0
 10   0.600  -0.146   0.029   0.003  86.0  84.0  87.0  65.0  56.0  60.0   0.149  281.23 0 0 0 0 0 0
 11   0.650  -0.151   0.032   0.004  84.0  85.0  88.0  64.0  63.0  60.0   0.154  281.97 0 0 0 0 0 0
 12   0.700  -0.148   0.031   0.005  84.0  85.0  87.0  67.0  60.0  61.0   0.151  281.83 0 0 0 0 0 0
 13   0.750  -0.147   0.031   0.005  86.0  84.0  89.0  66.0  58.0  63.0   0.150  281.91 0 0 0 0 0 0
 14   0.800  -0.151   0.029   0.005  83.0  85.0  89.0  64.0  58.0  59.0   0.154  280.87 0 0 0 0 0 0
 15   0.850  -0.159   0.031   0.007  83.0  84.0  87.0  63.0  56.0  54.0   0.162  281.03 0 0 0 0 0 0
 16   0.900  -0.164   0.040   0.006  83.0  82.0  86.0  59.0  50.0  50.0   0.169  283.71 0 0 0 0 0 0
02 10 2023 12 40 00.000     1   371 00000000 01110000  11.6 1546.5 285.7  -3.2  -0.4   1.127  30.49     0     0 3  16
  1   0.150  -0.053   0.018  -0.005  98.0  95.0  96.0  60.0  52.0  52.0   0.056  288.76 0 0 0 0 0 0
  2   0.200  -0.069   0.008  -0.007  94.0  91.0  93.0  59.0  52.0  52.0   0.069  276.61 0 0 0 0 0 0
  3   0.250  -0.086   0.003  -0.008  92.0  90.0  91.0  58.0  54.0  53.0   0.086  272.00 0 0 0 0 0 0
  4   0.300  -0.093   0.005  -0.009  88.0  88.0  90.0  54.0  52.0  52.0   0.093  273.08 0 0 0 0 0 0
  5   0.350  -0.103   0.011  -0.007  88.0  87.0  88.0  58.0  53.0  54.0   0.104  276.10 0 0 0 0 0 0
  6   0.400  -0.110   0.015  -0.005  87.0  86.0  88.0  59.0  55.0  56.0   0.111  277.77 0 0 0 0 0 0
  7   0.450  -0.115   0.023  -0.004  86.0  88.0  88.0  61.0  57.0  56.0   0.117  281.31 0 0 0 0 0 0
  8   0.500  -0.119   0.024  -0.003  86.0  88.0  87.0  65.0  60.0  59.0   0.121  281.40 0 0 0 0 0 0
  9   0.550  -0.122   0.028  -0.001  87.0  88.0  88.0  67.0  62.0  64.0   0.125  282.93 0 0 0 0 0 0
 10   0.600  -0.127   0.025   0.000  86.0  88.0  88.0  67.0  66.0  64.0   0.129  281.14 0 0 0 0 0 0
 11   0.650  -0.131   0.030   0.001  88.0  88.0  89.0  72.0  65.0  67.0   0.134  282.90 0 0 0 0 0 0
 12   0.700  -0.132   0.031   0.004  89.0  89.0  89.0  73.0  66.0  70.0   0.136  283.22 0 0 0 0 0 0
 13   0.750  -0.134   0.030   0.006  92.0  89.0  91.0  73.0  61.0  67.0   0.137  282.62 0 0 0 0 0 0
 14   0.800  -0.134   0.030   0.006  92.0  90.0  91.0  70.0  60.0  65.0   0.137  282.62 0 0 0 0 0 0
 15   0.850  -0.130   0.027   0.007  90.0  90.0  90.0  64.0  53.0  58.0   0.133  281.73 0 0 0 0 0 0
 16   0.900  -0.133   0.025   0.006  90.0  90.0  91.0  55.0  33.0  50.0   0.135  280.65 0 0 0 0 0 0
02 10 2023 12 50 00.000     1   408 00000000 01110000  11.6 1546.6 285.7  -3.2  -0.4   1.142  30.54     0     0 3  16
  1   0.150  -0.075   0.010  -0.007  98.0  98.0  99.0  52.0  55.0  46.0   0.076  277.59 0 0 0 0 0 0
  2   0.200  -0.078   0.026  -0.007  95.0  95.0  96.0  60.0  54.0  50.0   0.082  288.43 0 0 0 0 0 0
  3   0.250  -0.091   0.029  -0.009  92.0  93.0  94.0  61.0  49.0  50.0   0.096  287.68 0 0 0 0 0 0
  4   0.300  -0.100   0.025  -0.008  91.0  91.0  92.0  60.0  49.0  52.0   0.103  284.04 0 0 0 0 0 0
  5   0.350  -0.109   0.019  -0.008  90.0  90.0  91.0  60.0  52.0  53.0   0.111  279.89 0 0 0 0 0 0
  6   0.400  -0.120   0.011  -0.006  89.0  88.0  91.0  58.0  58.0  51.0   0.121  275.24 0 0 0 0 0 0
  7   0.450  -0.125   0.004  -0.006  89.0  88.0  91.0  61.0  57.0  54.0   0.125  271.83 0 0 0 0 0 0
  8   0.500  -0.130   0.007  -0.003  88.0  87.0  90.0  63.0  62.0  58.0   0.130  273.08 0 0 0 0 0 0
  9   0.550  -0.133   0.012  -0.002  89.0  89.0  90.0  66.0  67.0  64.0   0.134  275.16 0 0 0 0 0 0
 10   0.600  -0.139   0.016  -0.001  90.0  91.0  92.0  69.0  69.0  70.0   0.140  276.57 0 0 0 0 0 0
 11   0.650  -0.140   0.015   0.001  89.0  90.0  93.0  70.0  68.0  72.0   0.141  276.12 0 0 0 0 0 0
 12   0.700  -0.140   0.015   0.002  89.0  90.0  93.0  72.0  68.0  68.0   0.141  276.12 0 0 0 0 0 0
 13   0.750  -0.138   0.020   0.003  89.0  90.0  92.0  73.0  70.0  67.0   0.139  278.25 0 0 0 0 0 0
 14   0.800  -0.138   0.021   0.004  88.0  91.0  91.0  71.0  70.0  66.0   0.140  278.65 0 0 0 0 0 0
 15   0.850  -0.140   0.022   0.005  88.0  90.0  90.0  66.0  65.0  63.0   0.142  278.93 0 0 0 0 0 0
 16   0.900  -0.139   0.023   0.006  90.0  91.0  91.0  65.0  56.0  57.0   0.141  279.40 0 0 0 0 0 0
02 10 2023 13 00 00.000     1   445 00000000 01110000  11.6 1546.8 285.7  -3.2  -0.4   1.154  30.60     0     0 3  16
  1   0.150  -0.042   0.011  -0.003  99.0  98.0  96.0  51.0  55.0  57.0   0.043  284.68 0 0 0 0 0 0
  2   0.200  -0.051   0.009  -0.001  95.0  93.0  94.0  61.0  55.0  59.0   0.052  280.01 0 0 0 0 0 0
  3   0.250  -0.061   0.020  -0.003  93.0  91.0  93.0  60.0  52.0  57.0   0.064  288.15 0 0 0 0 0 0
  4   0.300  -0.071   0.031  -0.003  91.0  92.0  92.0  58.0  51.0  59.0   0.077  293.59 0 0 0 0 0 0
  5   0.350  -0.084   0.035  -0.003  88.0  91.0  91.0  58.0  55.0  61.0   0.091  292.62 0 0 0 0 0 0
  6   0.400  -0.085   0.038  -0.002  89.0  89.0  91.0  60.0  54.0  65.0   0.093  294.09 0 0 0 0 0 0
  7   0.450  -0.091   0.039  -0.001  89.0  88.0  91.0  62.0  58.0  66.0   0.099  293.20 0 0 0 0 0 0
  8   0.500  -0.102   0.037  -0.001  89.0  89.0  89.0  66.0  63.0  65.0   0.109  289.94 0 0 0 0 0 0
  9   0.550  -0.107   0.042   0.001  89.0  87.0  89.0  65.0  62.0  66.0   0.115  291.43 0 0 0 0 0 0
 10   0.600  -0.113   0.043   0.003  87.0  88.0  89.0  68.0  65.0  69.0   0.121  290.83 0 0 0 0 0 0
 11   0.650  -0.119   0.040   0.005  88.0  89.0  90.0  71.0  69.0  68.0   0.126  288.58 0 0 0 0 0 0
