Class,Order,Family,Genus,Species,Depth (m),Habitat,Season,Temperature,Light (µmol quanta m-2 s-1,Flow,Lat.Long,Location,Region,Skeletal.structure,Reproductive.mode,Morphology,Trait,Units,Value,Method,Notes,Reference
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Stanley Reef Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,17.400,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Hook Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,14.300,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Stonehaven Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,16.100,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,N Molle Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,16.300,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,S Molle Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,12.300,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Cid Harbour Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,9.800,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Lupton Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,15.800,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Seawfell Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,16.200,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Sanctuary Reef Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,9.400,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Abraham Reef Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,13.000,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Poritidae,Porites,spp,NA,NA,1934-1982,NA,NA,NA,,Masthead Island Australia,Indo-Pacific,Perforate,NA,Massive,Linear extension,mm yr-1,8.800,Measured from Cores,,"Lough, J. M., & Barnes, D. J. (1997). Several centuries of variation in skeletal extension, density and calcification in massive Porites colonies from the Great Barrier Reef: A proxy for seawater temperature and a background of variability against which to identify unnatural change. Journal of Experimental Marine Biology and Ecology, 211(1), 29-67."
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,3,NA,July 2007,23,140,NA,,"Orpheus Isl, central GBR",Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,2.280,chloro:meth,exp 1: units in lipids/cm2 not mass/cm2,"Middlebrook, R., Anthony, K. R., Hoegh-Guldberg, O., & Dove, S. (2010). Heating rate and symbiont productivity are key factors determining thermal stress in the reef-building coral Acropora formosa. Journal of Experimental Biology, 213(7), 1026-1034."
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,3,NA,July 2007,23,140,NA,,"Orpheus Isl, central GBR",Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,1.940,chloro:meth,exp 2: units in lipids/cm2 not mass/cm2,"Middlebrook, R., Anthony, K. R., Hoegh-Guldberg, O., & Dove, S. (2010). Heating rate and symbiont productivity are key factors determining thermal stress in the reef-building coral Acropora formosa. Journal of Experimental Biology, 213(7), 1026-1034."
Anthozoa,Scleractinia,Acroporidae,Acropora,tenuis,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,4.600,chloroform:methanol,"Prior to spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Acroporidae,Acropora,tenuis,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,1.400,chloroform:methanol,"After Spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Imperforate,Broadcast spawner,Massive,Lipids,mg cm-2,11.000,chloroform:methanol,"Prior to spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Imperforate,Broadcast spawner,Massive,Lipids,mg cm-2,5.000,chloroform:methanol,"After Spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,6,NA,April,NA,NA,NA,,Florida Keys,Caribbean,Imperforate,Broadcast spawner,Massive,Lipids,mg cm-2,2.270,chloroform:methanol:water,"""Unbleached"" colonies Table 1","Porter J.W., Fitt W.K., Spero H.J., Rogers C.S., and White M.J. (1989) Bleaching in reef corals: Physiological and stable isotopic responses. PNAS 86:9342-9346"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,12-15,NA,August,NA,NA,NA,,Florida Keys,Caribbean,Imperforate,Broadcast spawner,Massive,Lipids,mg cm-2,1.800,chloroform:methanol:water,"2 years after bleaching (1989), average of Figure 5 lower panel","Fitt, W.K., Spero H.J., Halas J., White M.W., and Porter J.W. (1993) Recovery of the coral Montastraea annularis in the Florida Keys after the 1987 Caribbean ""bleaching event"". Coral Reefs 12:57-64"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,2,NA,September,NA,NA,NA,,Hawaii,Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Lipids,mg cm-2,2.800,chloroform:methanol:water,"Read from graphic, after 1 month in tanks",Rodrigues L.J. and Grottoli A.G. (2007) Energy reserves and metabolism as indicators of coral recovery from bleaching. Limnology and Oceanography.52(5):1874-1882.
Anthozoa,Scleractinia,Acroporidae,Montipora,digitata,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,6.800,chloroform:methanol,"Prior to spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Acroporidae,Montipora,digitata,1 to 2 m below datum,NA,November 2000,NA,NA,NA,,Orpheus I Australia,Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,3.700,chloroform:methanol,"After Spawning, read from graphic","Leuzinger, S., Anthony K.R.N., and Willis B.L. (2003) Reproductive energy investment in corals: scaling with module size. Oecologia 136:524-532"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,Reef flat,NA,NA,NA,NA,,"Kaneohe, Hawaii",Indo-Pacific,Imperforate,Mixed,Branching,Lipids,mg cm-2,0.170,chloroform:methanol,,"Achituv, Y., Ben-Zion, M., & Mizrahi, L. (1994) Carbohydrate, lipid, and protein composition of zooxanthellae and animal fractions of the coral Pocillopora damicornis exposed to ammonium enrichment. Pacific Science, 48(3), 224-233."
Anthozoa,Scleractinia,Poritidae,Porites,compressa,2,NA,September,NA,NA,NA,,Hawaii,Indo-Pacific,Perforate,Broadcast spawner,Branching,Lipids,mg cm-2,5.440,chloroform:methanol:water,"Read from graphic, after 1 month in tanks",Rodrigues L.J. and Grottoli A.G. (2007) Energy reserves and metabolism as indicators of coral recovery from bleaching. Limnology and Oceanography.52(5):1874-1882.
Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,1.5,Fore Reef,February 1983,NA,1500,NA,,DB Jamaica,Caribbean,Perforate,Broadcast spawner,Branching,Mitotic index,%,2.100,Counted doublet with cell plate in samples of 1000 cells,Light at 1.5m = 1500µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,10,Fore Reef,February 1983,NA,600,NA,,DB Jamaica,Caribbean,Perforate,Broadcast spawner,Branching,Mitotic index,%,5.100,Counted doublet with cell plate in samples of 1000 cells,Light at 10m = 600µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,30,Fore Reef,February 1983,NA,200,NA,,DB Jamaica,Caribbean,Perforate,Broadcast spawner,Branching,Mitotic index,%,7.000,Counted doublet with cell plate in samples of 1000 cells,Light at 51m = 75µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,5 to 6,Fore Reef,December 1994,NA,NA,NA,,Magnetic Island GBR,Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,1.800,Counted doublets in 2 samples of 1000 cells,tip,"Jones, R.J., and Yellowlees D. (1997) Regulation and control of intracellular algae(=zooxanthellae) in hard corals. Phil. Trans. R. Soc. Lond. B 35: 457-468"
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,5 to 6,Fore Reef,December 1994,NA,NA,NA,,Magnetic Island GBR,Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,0.700,Counted doublets in 2 samples of 1000 cells,4-5.5 cm back from tip,"Jones, R.J., and Yellowlees D. (1997) Regulation and control of intracellular algae(=zooxanthellae) in hard corals. Phil. Trans. R. Soc. Lond. B 35: 457-468"
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,5 to 6,NA,NA,24.9,NA,NA,,Magnetic Island GBR,Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,0.470,Counted doublets in 2 samples of 1000 cells,"Figure 6, TC","Jones, R.J. (1997) Zooxanthellae loss as a bioassay for assessing stress in corals. MEPS 148:163-171"
Anthozoa,Scleractinia,Acroporidae,Acropora,hyacinthus, 4 - 6,reef slope,2004,NA,NA,NA,,"Heron and Wistari, GBR",Indo-Pacific,Perforate,Broadcast spawner,Branching Plate,Mitotic index,%,1.190,Two counts from fluorescent images on hemocytometer,"measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Roff, G., Kvennefors, E. C., Ulstrup, K. E., Fine, M., & Hoegh-Guldberg, O. (2008). Coral disease physiology: the impact of Acroporid white syndrome on Symbiodinium. Coral Reefs, 27(2), 373-377."
Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,1.5,Fore Reef,February 1983,NA,1500,NA,,DB Jamaica,Caribbean,Perforate,Broadcast spawner,Branching,Mitotic index,%,3.300,Counted doublet with cell plate in samples of 1000 cells,Light at 1.5m = 1500µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Acroporidae,Acropora,palmata,10,Fore Reef,February 1983,NA,600,NA,,DB Jamaica,Caribbean,Perforate,Broadcast spawner,Branching,Mitotic index,%,4.800,Counted doublet with cell plate in samples of 1000 cells,Light at 10m = 600µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Acroporidae,Acropora,spp,0 to 4,NA,June 1999,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,0.370,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.",,"Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Faviidae,Goniastrea,aspera,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Imperforate,Mixed,Massive/Encrusting,Mitotic index,%,0.280,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,1.5,Fore Reef,February 1983,NA,1500,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,2.000,Counted doublet with cell plate in samples of 1000 cells,Light at 1.5m = 1500µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,10,Fore Reef,February 1983,NA,600,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,3.100,Counted doublet with cell plate in samples of 1000 cells,Light at 10m = 600µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,30,Fore Reef,February 1983,NA,200,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,7.300,Counted doublet with cell plate in samples of 1000 cells,Light at 30m = 200µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,51,Fore Reef,February 1983,NA,75,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,7.500,Counted doublet with cell plate in samples of 1000 cells,Light at 30m = 200µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,cavernosa,1.5,Fore Reef,February 1983,NA,1500,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,4.900,Counted doublet with cell plate in samples of 1000 cells,Light at 1.5m = 1500µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,cavernosa,10,Fore Reef,February 1983,NA,600,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,5.000,Counted doublet with cell plate in samples of 1000 cells,Light at 10m = 600µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,cavernosa,30,Fore Reef,February 1983,NA,200,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,4.500,Counted doublet with cell plate in samples of 1000 cells,Light at 30m = 200µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,cavernosa,51,Fore Reef,February 1983,NA,75,NA,,DB Jamaica,Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,3.100,Counted doublet with cell plate in samples of 1000 cells,Light at 51m = 75µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Faviidae,Montastraea,spp,10 to 12,NA,NA,NA,NA,NA,,"Bonaire, Grenada, Providenciales and St. John",Caribbean,Imperforate,Broadcast spawner,Massive,Mitotic index,%,2.510,Counted doublet with cell plate in samples of 1000 cells,"Green Morph, read from graphic","Cervino, J., Goreau T.J., Nagelkerken I., Smith G.W., and Hayes R. (2001) Yellow band and dark spot syndromes in Caribbean corals: distribution, rate of spread, cytology, and effects on abundance and division rate of zooxanthellae. Hydrobiologia 460:53-63"
Anthozoa,Scleractinia,Acroporidae,Montipora,aequituberculata,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Encrusting/Laminar/Columnar,Mitotic index,%,1.500,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Acroporidae,Montipora,digitata,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,0.900,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Imperforate,Mixed,Branching,Mitotic index,%,4.400,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.",,"Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Imperforate,Broadcast spawner,Branching,Mitotic index,%,0.780,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Poritidae,Porites,astreoides,1.5,Fore Reef,February 1983,NA,1500,NA,,DB Jamaica,Caribbean,Perforate,Brooder,Mounding,Mitotic index,%,6.300,Counted doublet with cell plate in samples of 1000 cells,Light at 1.5m = 1500µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Poritidae,Porites,astreoides,10,Fore Reef,February 1983,NA,600,NA,,DB Jamaica,Caribbean,Perforate,Brooder,Mounding,Mitotic index,%,4.400,Counted doublet with cell plate in samples of 1000 cells,Light at 10m = 600µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Poritidae,Porites,astreoides,30,Fore Reef,February 1983,NA,200,NA,,DB Jamaica,Caribbean,Perforate,Brooder,Mounding,Mitotic index,%,2.200,Counted doublet with cell plate in samples of 1000 cells,Light at 30m = 200µE m-2 s-1,"Wilkerson, F.P., Kobayashi D., and Muscatine L. (1988) Mitotic index and size of symbiotic algae in Caribbean Reef corals. Coral Reefs. 7:29-36"
Anthozoa,Scleractinia,Poritidae,Porites,astreoides,6,Fore Reef,June to Sept 1989,NA,NA,NA,,St. Croix USVI,Caribbean,Perforate,Brooder,Mounding,Mitotic index,%,0.590,Counted doublets with cell plate in samples of 500 cells,Brown Morph Fig 2,"Gleason, D.F. (1993) Differential effects of Ultraviolet radiation on green and brown morphs of the Caribbean coral Porites astreoides. Limnology and Oceanography. 38:1452-1463"
Anthozoa,Scleractinia,Poritidae,Porites,astreoides,6,Fore Reef,June to Sept 1989,NA,NA,NA,,St. Croix USVI,Caribbean,Perforate,Brooder,Mounding,Mitotic index,%,1.036,Counted doublets with cell plate in samples of 500 cells,Green Morph Fig 2,"Gleason, D.F. (1993) Differential effects of Ultraviolet radiation on green and brown morphs of the Caribbean coral Porites astreoides. Limnology and Oceanography. 38:1452-1463"
Anthozoa,Scleractinia,Poritidae,Porites,cylindrica,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Branching,Mitotic index,%,3.600,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Poritidae,Porites,lutea,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Massive,Mitotic index,%,4.500,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Poritidae,Porites,rus,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Broadcast spawner,Branching/Columnar/Laminar,Mitotic index,%,3.300,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Poritidae,Porites,sillimaniani,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,Brooder,Branching,Mitotic index,%,4.800,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Poritidae,Porites,spp,0 to 4,NA,August to Sept 1998,NA,NA,NA,,"Sesoko Island, Okinawa",Indo-Pacific,Perforate,NA,Massive,Mitotic index,%,4.500,"Count of at least 500 cells from a colony. Counts were made on tissue collected at four times of the day: 6:00, 12:00, 18:00, and 24:00.","measured 2 weeks post collection, held in shallow tanks at 25% subsurface irradiance ","Stimson, J., Sakai K., and Sembali H. (2002) Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality. Coral Reefs. 21:409-421"
Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,NA,NA,NA,NA,NA,,,Puerto Rico,Atlantic,Perforate,Broadcast spawner,Branching,Polyps per area,polyps cm-2,25.000,Counts,"read from Table 2, values estimated by Szmant from species descriptions in Smith 1971","Szmant, A.M. (1986) Reproductive ecology of Caribbean reef corals. Coral Reefs 5:43-54"
Anthozoa,Scleractinia,Acroporidae,Acropora,formosa,NA,Laboratory,NA,26.56666667,1535.333333,4 l min-1,,Orpheus Island Researtch Station,,Perforate,Broadcast spawner,Branching,Polyps per area,polyps cm-2,21.000,Counts,From Fig 2 legend,"Berkelmans, R., & Willis, B. L. (1999). Seasonal and local spatial patterns in the upper thermal limits of corals on the inshore Central Great Barrier Reef. Coral Reefs, 18(3), 219-228."
