Class,Order,Family,Genus,Species,Depth (m),Habitat,Season,Temperature,Light (µmol quanta m-2 s-1,Flow,Lat.Long,Location,Region,Skeletal.structure,Reproductive.mode,Morphology,Trait,Units,Value,Method,Notes,Reference
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.134,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.137,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.149,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.155,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.155,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.187,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.196,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.240,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.291,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.517,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.552,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.684,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,eurystoma,5 to 8,NA,NA,24,350,NA,,Eilat,Red Sea,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.809,Alkalinity Anomaly Technique (Smith and Key 1975),,"Schneider, K. and Erez, J. 2006. The effect of carbonate chemistry on calcifiction and photosynthesis in the hermatypic coral Acropora eurystoma. Limnology and Oceanography 51:1284-1293."
Anthozoa,Scleractinia,Acroporidae,Acropora,hyacinthus,2,Lagoon,Spring,28,628,NA,,"Moorea, French Polynesia",South Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.080,Buoyant weight (Davies 1989),,"Muehllehner, N., (2008). Growth and morphology in Acropora under increasing carbon dioxide and the effect of increased temperature and carbon dioxide on the photosynthesis and growth of Porites rus and Pocillopora meandrina. Thesis California State University, Northridge 98pp"
Anthozoa,Scleractinia,Acroporidae,Acropora,muricata,1,Reef Flat,March 2009,27,1343,NA,,La Reunion,Western Indian Ocean,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.587,Alkalinity Anomaly Technique (Smith and Key 1975),,"Chauvin, A., Denis, V., and Cuet, P. 2011. Is the response of coral calcification to seawater acidification related to nutrient loading? Coral Reefs 30:911-923."
Anthozoa,Scleractinia,Acroporidae,Acropora,muricata,1,Reef Flat,March 2009,27,1343,NA,,La Reunion,Western Indian Ocean,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.605,Alkalinity Anomaly Technique (Smith and Key 1975),,"Chauvin, A., Denis, V., and Cuet, P. 2011. Is the response of coral calcification to seawater acidification related to nutrient loading? Coral Reefs 30:911-923."
Anthozoa,Scleractinia,Acroporidae,Acropora,muricata,1,Back Reef,March 2009,27,1343,NA,,La Reunion,Western Indian Ocean,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.692,Alkalinity Anomaly Technique (Smith and Key 1975),,"Chauvin, A., Denis, V., and Cuet, P. 2011. Is the response of coral calcification to seawater acidification related to nutrient loading? Coral Reefs 30:911-923."
Anthozoa,Scleractinia,Acroporidae,Acropora,muricata,1,Back Reef,March 2009,27,1343,NA,,La Reunion,Western Indian Ocean,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.684,Alkalinity Anomaly Technique (Smith and Key 1975),,"Chauvin, A., Denis, V., and Cuet, P. 2011. Is the response of coral calcification to seawater acidification related to nutrient loading? Coral Reefs 30:911-923."
Anthozoa,Scleractinia,Acroporidae,Acropora,pulchra,2,Lagoon,Spring,28,628,NA,,"Moorea, French Polynesia",South Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.210,Buoyant weight (Davies 1989),,"Muehllehner, N., (2008). Growth and morphology in Acropora under increasing carbon dioxide and the effect of increased temperature and carbon dioxide on the photosynthesis and growth of Porites rus and Pocillopora meandrina. Thesis California State University, Northridge 98pp"
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,30,200,NA,,Aquarium in UK,Indo Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.006,Alkalinity Anomaly Technique (Smith and Key 1975),,"Herfort, L., Thake, B., and Turner, I. 2008. Bicarbonate stimulation of calcification and photosynthesis in two hermatypic corals. Journal of Phycology 44:91-98."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,30,200,NA,,Aquarium in UK,Indo Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.039,Alkalinity Anomaly Technique (Smith and Key 1975),,"Herfort, L., Thake, B., and Turner, I. 2008. Bicarbonate stimulation of calcification and photosynthesis in two hermatypic corals. Journal of Phycology 44:91-98."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,30,200,NA,,Aquarium in UK,Indo Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.059,Alkalinity Anomaly Technique (Smith and Key 1975),,"Herfort, L., Thake, B., and Turner, I. 2008. Bicarbonate stimulation of calcification and photosynthesis in two hermatypic corals. Journal of Phycology 44:91-98."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,30,200,NA,,Aquarium in UK,Indo Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.100,Alkalinity Anomaly Technique (Smith and Key 1975),,"Herfort, L., Thake, B., and Turner, I. 2008. Bicarbonate stimulation of calcification and photosynthesis in two hermatypic corals. Journal of Phycology 44:91-98."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,27,450,NA,,Aquarium,Mediteranian,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.856,Alkalinity Anomaly Technique (Smith and Key 1975),,"Gattuso, J.-P., Frankignoulle, M., Romaine, S., Buddemeier, R.W. 1998. Effect of calcium carbonate saturation of seawater on coral calcification. Global and Planetary Change 18:37-46."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,27,450,NA,,Aquarium,Mediteranian,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,1.712,Alkalinity Anomaly Technique (Smith and Key 1975),,"Gattuso, J.-P., Frankignoulle, M., Romaine, S., Buddemeier, R.W. 1998. Effect of calcium carbonate saturation of seawater on coral calcification. Global and Planetary Change 18:37-46."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,27,450,NA,,Aquarium,Mediteranian,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,1.716,Alkalinity Anomaly Technique (Smith and Key 1975),,"Gattuso, J.-P., Frankignoulle, M., Romaine, S., Buddemeier, R.W. 1998. Effect of calcium carbonate saturation of seawater on coral calcification. Global and Planetary Change 18:37-46."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,27,450,NA,,Aquarium,Mediteranian,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,2.000,Alkalinity Anomaly Technique (Smith and Key 1975),,"Gattuso, J.-P., Frankignoulle, M., Romaine, S., Buddemeier, R.W. 1998. Effect of calcium carbonate saturation of seawater on coral calcification. Global and Planetary Change 18:37-46."
Anthozoa,Scleractinia,Acroporidae,Acropora,spp.,NA,NA,NA,27,450,NA,,Aquarium,Mediteranian,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,2.140,Alkalinity Anomaly Technique (Smith and Key 1975),,"Gattuso, J.-P., Frankignoulle, M., Romaine, S., Buddemeier, R.W. 1998. Effect of calcium carbonate saturation of seawater on coral calcification. Global and Planetary Change 18:37-46."
Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,3,slope,NA,NA,~500-750,NA,,Orpheus Island Australia,Indo-Pacific,Imperforate,Broadcast spawner,Massive,Calcification, µm cm-2 h-1,0.442,Buoyant weight (Davies 1989),,Anthony K.R.N. and Fabricius K.E. (2000) Shifting roles of heterotrophy and autotrophy in coral energetics uncer varying turbidity. Journal of Experimental Marine Biology and Ecology 252:221-253.
Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,0,flat,NA,NA,~1000-1500,NA,,Orpheus Island Australia,Indo-Pacific,Imperforate,Broadcast spawner,Massive,Calcification, µm cm-2 h-1,0.386,Buoyant weight (Davies 1989),,Anthony K.R.N. and Fabricius K.E. (2000) Shifting roles of heterotrophy and autotrophy in coral energetics uncer varying turbidity. Journal of Experimental Marine Biology and Ecology 252:221-253.
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,2,Fringing,NA,27,250,NA,,Barbados,Caribbean,Imperforate,Broadcast spawner,Massive,Calcification, µm cm-2 h-1,0.476,Buoyant weight (Davies 1989),0 µM NO3,"Maurbini, F. and P.S. Davies. (1996) Nitrate increases zooxanthellae population density and reduces skeletogenesis in corals. Marine Biology. 127:319-328"
Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,2,Fringing,NA,27,250,NA,,Barbados,Caribbean,Imperforate,Broadcast spawner,Massive,Calcification, µm cm-2 h-1,0.227,Buoyant weight (Davies 1989),1 µM NO3,"Maurbini, F. and P.S. Davies. (1996) Nitrate increases zooxanthellae population density and reduces skeletogenesis in corals. Marine Biology. 127:319-328"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.307,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.374,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.049,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.068,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.231,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,7,Patch,Spring 1970,27,NA,NA,,"Kaneohe Bay, Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Arborescent,Calcification, µm cm-2 h-1,0.197,45Ca Uptake,,"Cox, W.W. 1971. The relation of temperature to calcificaton in Montipora verrucosa. Thesis Loma Linda University 29 pp"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,0 to 6,Terrace,1999-2000,25.4,530,NA,,"One Tree Island, Australia",Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.221,Buoyant weight (Davies 1989),"measured following 7d at 2m density for PD = 2.79, for MV and PL = 2.82",Edmunds. P.J. (2005) The effect of sub-lethal increases in temperature on the growth and population trajectories of three scleractinian corals on the southern Great Barrier Reef. Oecologia 146:350-364
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,0 to 6,Terrace,1999-2000,27.1,530,NA,,"One Tree Island, Australia",Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.265,Buoyant weight (Davies 1989),measured after 14 d at 20ºC,Edmunds. P.J. (2005) The effect of sub-lethal increases in temperature on the growth and population trajectories of three scleractinian corals on the southern Great Barrier Reef. Oecologia 146:350-364
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,0 to 6,Terrace,1999-2000,29.1,530,NA,,"One Tree Island, Australia",Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.239,Buoyant weight (Davies 1989),"measured following multiple 3 day incubation periods, normalized to surface area by dye dipping",Edmunds. P.J. (2005) The effect of sub-lethal increases in temperature on the growth and population trajectories of three scleractinian corals on the southern Great Barrier Reef. Oecologia 146:350-364
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,0 to 6,Terrace,1999-2000,30.7,530,NA,,"One Tree Island, Australia",Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.023,Buoyant weight (Davies 1989),"measured following multiple 3 day incubation periods, normalized to surface area by dye dipping",Edmunds. P.J. (2005) The effect of sub-lethal increases in temperature on the growth and population trajectories of three scleractinian corals on the southern Great Barrier Reef. Oecologia 146:350-364
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,26,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.480,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,27,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.533,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,28,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.463,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,29,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.502,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,30,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.475,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,31,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.641,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,32,NA,NA,,Eniwetok,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.543,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,25,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.386,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,26,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.486,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,26.5,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.471,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,27,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.588,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,27.5,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.543,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,28,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.473,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,25,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.449,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,26,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.510,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,27,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.588,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,28,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.478,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,29,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.373,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,25,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.061,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,27,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.151,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,NA,NA,NA,29,NA,NA,,Oahu Hawaii,Indo-Pacific,Imperforate,Mixed,Branching,Calcification, µm cm-2 h-1,0.076,45Ca Uptake,,"Clausen, C.D. and Roth A.A. (1975) Effect of temperature and temperature adaptation on calcification rate in the hermatypic coral Pocillopora damicornis. Marine Biology 33:93-100"
Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,5,NA,NA,26,NA,NA,,Gun Beach Guam,Indo-Pacific,Imperforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.190,Buoyant weight (Jokiel 1978),,"Davies, P.S. (1984) The role of zooxanthellae in the nutritional energy requirements of Pocillopora eyedouxi. Coral Reefs 2:181-186"
Anthozoa,Scleractinia,Poritidae,Porites,compressa,0.5,Fringing,NA,26.2,2950,2 L min-1,,"BIOSphere, HIMB Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.617,Buoyant weight (Davies 1989),,"Marubini, F., H. Barnett, C. Langdon, and M.J. Atkinson. 2001. Dependence of calcification on light and carbonate ion concentration for the hermatypic coral Porites compressa. MEPS 220:153-162"
Anthozoa,Scleractinia,Poritidae,Porites,compressa,2,Fringing,NA,26.2,1600,2 L min-1,,"BIOSphere, HIMB Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.579,Buoyant weight (Davies 1989),,"Marubini, F., H. Barnett, C. Langdon, and M.J. Atkinson. 2001. Dependence of calcification on light and carbonate ion concentration for the hermatypic coral Porites compressa. MEPS 220:153-162"
Anthozoa,Scleractinia,Poritidae,Porites,compressa,4,Fringing,NA,26.2,770,2 L min-1,,"BIOSphere, HIMB Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.446,Buoyant weight (Davies 1989),,"Marubini, F., H. Barnett, C. Langdon, and M.J. Atkinson. 2001. Dependence of calcification on light and carbonate ion concentration for the hermatypic coral Porites compressa. MEPS 220:153-162"
Anthozoa,Scleractinia,Poritidae,Porites,compressa,6.5,Fringing,NA,26.2,440,2 L min-1,,"BIOSphere, HIMB Hawaii",Indo-Pacific,Perforate,Broadcast spawner,Branching,Calcification, µm cm-2 h-1,0.258,Buoyant weight (Davies 1989),,"Marubini, F., H. Barnett, C. Langdon, and M.J. Atkinson. 2001. Dependence of calcification on light and carbonate ion concentration for the hermatypic coral Porites compressa. MEPS 220:153-162"
