"","CowTagID","Parameter","value"
"471","V2","Low_Tide_Mean_NNP_umolL.1",3.23250664836125
"472","V2","pc1",1.506246956354
"473","V2","pc2",1.50814831212911
"474","V2","X._loss",23.04997254
"475","V2","lat",-17.53989003
"476","V2","lon",-149.900519
"477","V2","dist_to_seep_m",134.17932919465
"478","V2","shore_dist_m",35
"479","V2","pulse_pc1",1.86449439215302
"480","V2","pulse_pc2",0.516195633073575
"481","V20","Maximum_TA",2347.161306
"482","V20","Maximum_Phosphate_umolL",0.166438005
"483","V20","Maximum_Silicate_umolL",1.495544182
"484","V20","Maximum_NN_umolL",0.28925403
"485","V20","Maximum_NNP_umolL",1.87487084718085
"486","V20","Minimum_Salinity",36.52
"487","V20","Minimum_Temperature",28.53
"488","V20","Minimum_pH",7.93085765164605
"489","V20","Mean_TA",2325.32547025
"490","V20","Mean_Phosphate_umolL",0.15425623925
"491","V20","Mean_Silicate_umolL",1.36281350475
"492","V20","Mean_NN_umolL",0.18107418225
"493","V20","Mean_NNP_umolL",1.18029025642953
"494","V20","Low_Tide_Mean_TA",2328.7855055
"495","V20","Low_Tide_Mean_Phosphate_umolL",0.1907475195
"496","V20","Low_Tide_Mean_Silicate_umolL",1.46813996975
"497","V20","Low_Tide_Mean_NN_umolL",0.3531521435
"498","V20","Low_Tide_Mean_NNP_umolL",1.77963679958638
"499","V20","CV_Salinity",0.00158554403475232
"500","V20","CV_Temperature",0.0142384152517647
"501","V20","CV_TA",0.00667944462727745
"502","V20","CV_pH",0.00617055514878337
"503","V20","CV_Phosphate_umolL",0.0559541515342721
"504","V20","CV_Silicate_umolL",0.104634482828553
"505","V20","CV_NN_umolL",0.440823970329051
"506","V20","CV_Ammonia_umolL",0.553984254826027
"507","V20","Low_Tide_Mean_TA.1",2328.7855055
"508","V20","Low_Tide_Mean_Phosphate_umolL.1",0.1907475195
"509","V20","Low_Tide_Mean_Silicate_umolL.1",1.46813996975
"510","V20","Low_Tide_Mean_NN_umolL.1",0.3531521435
"511","V20","Low_Tide_Mean_NNP_umolL.1",1.77963679958638
"512","V20","pc1",-1.95046266440564
"513","V20","pc2",0.584687463020417
"514","V20","X._loss",28.0384356
"515","V20","lat",-17.54045103
"516","V20","lon",-149.899509
"517","V20","dist_to_seep_m",25.1434551955366
"518","V20","shore_dist_m",29
"519","V20","pulse_pc1",-2.75897940919492
"520","V20","pulse_pc2",-0.97980043639548
"521","V3","Maximum_TA",2361.344489
"522","V3","Maximum_Phosphate_umolL",0.165463464
"523","V3","Maximum_Silicate_umolL",3.033281857
"524","V3","Maximum_NN_umolL",0.458430097
"525","V3","Maximum_NNP_umolL",2.77058201199027
"526","V3","Minimum_Salinity",36.43
"527","V3","Minimum_Temperature",28.48
"528","V3","Minimum_pH",7.91742562590164
"529","V3","Mean_TA",2348.57690275
"530","V3","Mean_Phosphate_umolL",0.1495807615
"531","V3","Mean_Silicate_umolL",1.576878495
"532","V3","Mean_NN_umolL",0.278325635
"533","V3","Mean_NNP_umolL",1.83427649710216
"534","V3","Low_Tide_Mean_TA",2355.17410475
"535","V3","Low_Tide_Mean_Phosphate_umolL",0.187864989
"536","V3","Low_Tide_Mean_Silicate_umolL",2.26399907775
"537","V3","Low_Tide_Mean_NN_umolL",0.531605573
"538","V3","Low_Tide_Mean_NNP_umolL",2.74519060710338
"539","V3","CV_Salinity",0.00232155441155641
"540","V3","CV_Temperature",0.0124463631416337
"541","V3","CV_TA",0.00480738198140519
"542","V3","CV_pH",0.00710723760665999
"543","V3","CV_Phosphate_umolL",0.166108543827357
"544","V3","CV_Silicate_umolL",0.629441699654178
"545","V3","CV_NN_umolL",0.467006053656628
"546","V3","CV_Ammonia_umolL",0.414037723779656
"547","V3","Low_Tide_Mean_TA.1",2355.17410475
"548","V3","Low_Tide_Mean_Phosphate_umolL.1",0.187864989
"549","V3","Low_Tide_Mean_Silicate_umolL.1",2.26399907775
"550","V3","Low_Tide_Mean_NN_umolL.1",0.531605573
"551","V3","Low_Tide_Mean_NNP_umolL.1",2.74519060710338
"552","V3","pc1",0.965654073149831
"553","V3","pc2",1.02254389194913
"554","V3","X._loss",30.0673661
"555","V3","lat",-17.54012598
"556","V3","lon",-149.90056
"557","V3","dist_to_seep_m",131.914079592548
"558","V3","shore_dist_m",59
