Vial_No_Only,Placement_Code,T0_dry_weight.g,T1_dry_weight.g,Change,Change_Over_Area,Percent_Change
58,PAC V18 C,16.019360529477048,17.063243043126793,1.043882513649745,0.03215301981790672,0.06516380674053177
10,PAC V19 A,19.756508486497623,21.4720972093384,1.7155887228407778,0.03156048303605119,0.0868366353302396
11,PAC V19 B,19.748037714499056,21.482541448502907,1.7345037340038516,0.03487418246414173,0.08783170050006411
12,PAC V19 C,22.860097645915147,25.091538827561664,2.2314411816465167,0.03456909309387699,0.09761293307709257
37,PAC V20 A,20.792033379081275,24.96445174110501,4.172418362023734,0.06586029612731883,0.20067389686963355
38,PAC V20 B,21.318506739034905,23.365131804037013,2.0466250650021074,0.03172656803227165,0.09600227117477547
39,PAC V20 C,19.950611764588334,23.043059319587186,3.092447554998852,0.056526154460018505,0.1550051492901006
NA,,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA
